0,0.05,1000,0
0,0.05,1000,1
0,0.1,1000,0
0,0.1,1000,1
0,0.15,1000,0
0,0.15,1000,1
0,0.2,1000,0
0,0.2,1000,1
0,0.25,1000,0
0,0.25,1000,1
0,0.3,1000,0
0,0.3,1000,1
0,0.35,1000,0
0,0.35,1000,1
0,0.4,1000,0
0,0.4,1000,1
0,0.45,1000,0
0,0.45,1000,1
0,0.5,1000,0
0,0.5,1000,1
0,0.55,1000,0
0,0.55,1000,1
0,0.6,1000,0
0,0.6,1000,1
0,0.65,1000,0
0,0.65,1000,1
0,0.7,1000,0
0,0.7,1000,1
0,0.75,1000,0
0,0.75,1000,1
0,0.8,1000,0
0,0.8,1000,1
0,0.85,1000,0
0,0.85,1000,1
0,0.9,1000,0
0,0.9,1000,1
0,0.95,1000,0
0,0.95,1000,1
0,1.0,1000,0
0,1.0,1000,1
1,0.05,1000,0
1,0.05,1000,1
1,0.1,1000,0
1,0.1,1000,1
1,0.15,1000,0
1,0.15,1000,1
1,0.2,1000,0
1,0.2,1000,1
1,0.25,1000,0
1,0.25,1000,1
1,0.3,1000,0
1,0.3,1000,1
1,0.35,1000,0
1,0.35,1000,1
1,0.4,1000,0
1,0.4,1000,1
1,0.45,1000,0
1,0.45,1000,1
1,0.5,1000,0
1,0.5,1000,1
1,0.55,1000,0
1,0.55,1000,1
1,0.6,1000,0
1,0.6,1000,1
1,0.65,1000,0
1,0.65,1000,1
1,0.7,1000,0
1,0.7,1000,1
1,0.75,1000,0
1,0.75,1000,1
1,0.8,1000,0
1,0.8,1000,1
1,0.85,1000,0
1,0.85,1000,1
1,0.9,1000,0
1,0.9,1000,1
1,0.95,1000,0
1,0.95,1000,1
1,1.0,1000,0
1,1.0,1000,1
2,0.05,1000,0
2,0.05,1000,1
2,0.1,1000,0
2,0.1,1000,1
2,0.15,1000,0
2,0.15,1000,1
2,0.2,1000,0
2,0.2,1000,1
2,0.25,1000,0
2,0.25,1000,1
2,0.3,1000,0
2,0.3,1000,1
2,0.35,1000,0
2,0.35,1000,1
2,0.4,1000,0
2,0.4,1000,1
2,0.45,1000,0
2,0.45,1000,1
2,0.5,1000,0
2,0.5,1000,1
2,0.55,1000,0
2,0.55,1000,1
2,0.6,1000,0
2,0.6,1000,1
2,0.65,1000,0
2,0.65,1000,1
2,0.7,1000,0
2,0.7,1000,1
2,0.75,1000,0
2,0.75,1000,1
2,0.8,1000,0
2,0.8,1000,1
2,0.85,1000,0
2,0.85,1000,1
2,0.9,1000,0
2,0.9,1000,1
2,0.95,1000,0
2,0.95,1000,1
2,1.0,1000,0
2,1.0,1000,1
3,0.05,1000,0
3,0.05,1000,1
3,0.1,1000,0
3,0.1,1000,1
3,0.15,1000,0
3,0.15,1000,1
3,0.2,1000,0
3,0.2,1000,1
3,0.25,1000,0
3,0.25,1000,1
3,0.3,1000,0
3,0.3,1000,1
3,0.35,1000,0
3,0.35,1000,1
3,0.4,1000,0
3,0.4,1000,1
3,0.45,1000,0
3,0.45,1000,1
3,0.5,1000,0
3,0.5,1000,1
3,0.55,1000,0
3,0.55,1000,1
3,0.6,1000,0
3,0.6,1000,1
3,0.65,1000,0
3,0.65,1000,1
3,0.7,1000,0
3,0.7,1000,1
3,0.75,1000,0
3,0.75,1000,1
3,0.8,1000,0
3,0.8,1000,1
3,0.85,1000,0
3,0.85,1000,1
3,0.9,1000,0
3,0.9,1000,1
3,0.95,1000,0
3,0.95,1000,1
3,1.0,1000,0
3,1.0,1000,1
4,0.05,1000,0
4,0.05,1000,1
4,0.1,1000,0
4,0.1,1000,1
4,0.15,1000,0
4,0.15,1000,1
4,0.2,1000,0
4,0.2,1000,1
4,0.25,1000,0
4,0.25,1000,1
4,0.3,1000,0
4,0.3,1000,1
4,0.35,1000,0
4,0.35,1000,1
4,0.4,1000,0
4,0.4,1000,1
4,0.45,1000,0
4,0.45,1000,1
4,0.5,1000,0
4,0.5,1000,1
4,0.55,1000,0
4,0.55,1000,1
4,0.6,1000,0
4,0.6,1000,1
4,0.65,1000,0
4,0.65,1000,1
4,0.7,1000,0
4,0.7,1000,1
4,0.75,1000,0
4,0.75,1000,1
4,0.8,1000,0
4,0.8,1000,1
4,0.85,1000,0
4,0.85,1000,1
4,0.9,1000,0
4,0.9,1000,1
4,0.95,1000,0
4,0.95,1000,1
4,1.0,1000,0
4,1.0,1000,1
5,0.05,1000,0
5,0.05,1000,1
5,0.1,1000,0
5,0.1,1000,1
5,0.15,1000,0
5,0.15,1000,1
5,0.2,1000,0
5,0.2,1000,1
5,0.25,1000,0
5,0.25,1000,1
5,0.3,1000,0
5,0.3,1000,1
5,0.35,1000,0
5,0.35,1000,1
5,0.4,1000,0
5,0.4,1000,1
5,0.45,1000,0
5,0.45,1000,1
5,0.5,1000,0
5,0.5,1000,1
5,0.55,1000,0
5,0.55,1000,1
5,0.6,1000,0
5,0.6,1000,1
5,0.65,1000,0
5,0.65,1000,1
5,0.7,1000,0
5,0.7,1000,1
5,0.75,1000,0
5,0.75,1000,1
5,0.8,1000,0
5,0.8,1000,1
5,0.85,1000,0
5,0.85,1000,1
5,0.9,1000,0
5,0.9,1000,1
5,0.95,1000,0
5,0.95,1000,1
5,1.0,1000,0
5,1.0,1000,1
6,0.05,1000,0
6,0.05,1000,1
6,0.1,1000,0
6,0.1,1000,1
6,0.15,1000,0
6,0.15,1000,1
6,0.2,1000,0
6,0.2,1000,1
6,0.25,1000,0
6,0.25,1000,1
6,0.3,1000,0
6,0.3,1000,1
6,0.35,1000,0
6,0.35,1000,1
6,0.4,1000,0
6,0.4,1000,1
6,0.45,1000,0
6,0.45,1000,1
6,0.5,1000,0
6,0.5,1000,1
6,0.55,1000,0
6,0.55,1000,1
6,0.6,1000,0
6,0.6,1000,1
6,0.65,1000,0
6,0.65,1000,1
6,0.7,1000,0
6,0.7,1000,1
6,0.75,1000,0
6,0.75,1000,1
6,0.8,1000,0
6,0.8,1000,1
6,0.85,1000,0
6,0.85,1000,1
6,0.9,1000,0
6,0.9,1000,1
6,0.95,1000,0
6,0.95,1000,1
6,1.0,1000,0
6,1.0,1000,1
7,0.05,1000,0
7,0.05,1000,1
7,0.1,1000,0
7,0.1,1000,1
7,0.15,1000,0
7,0.15,1000,1
7,0.2,1000,0
7,0.2,1000,1
7,0.25,1000,0
7,0.25,1000,1
7,0.3,1000,0
7,0.3,1000,1
7,0.35,1000,0
7,0.35,1000,1
7,0.4,1000,0
7,0.4,1000,1
7,0.45,1000,0
7,0.45,1000,1
7,0.5,1000,0
7,0.5,1000,1
7,0.55,1000,0
7,0.55,1000,1
7,0.6,1000,0
7,0.6,1000,1
7,0.65,1000,0
7,0.65,1000,1
7,0.7,1000,0
7,0.7,1000,1
7,0.75,1000,0
7,0.75,1000,1
7,0.8,1000,0
7,0.8,1000,1
7,0.85,1000,0
7,0.85,1000,1
7,0.9,1000,0
7,0.9,1000,1
7,0.95,1000,0
7,0.95,1000,1
7,1.0,1000,0
7,1.0,1000,1
8,0.05,1000,0
8,0.05,1000,1
8,0.1,1000,0
8,0.1,1000,1
8,0.15,1000,0
8,0.15,1000,1
8,0.2,1000,0
8,0.2,1000,1
8,0.25,1000,0
8,0.25,1000,1
8,0.3,1000,0
8,0.3,1000,1
8,0.35,1000,0
8,0.35,1000,1
8,0.4,1000,0
8,0.4,1000,1
8,0.45,1000,0
8,0.45,1000,1
8,0.5,1000,0
8,0.5,1000,1
8,0.55,1000,0
8,0.55,1000,1
8,0.6,1000,0
8,0.6,1000,1
8,0.65,1000,0
8,0.65,1000,1
8,0.7,1000,0
8,0.7,1000,1
8,0.75,1000,0
8,0.75,1000,1
8,0.8,1000,0
8,0.8,1000,1
8,0.85,1000,0
8,0.85,1000,1
8,0.9,1000,0
8,0.9,1000,1
8,0.95,1000,0
8,0.95,1000,1
8,1.0,1000,0
8,1.0,1000,1
9,0.05,1000,0
9,0.05,1000,1
9,0.1,1000,0
9,0.1,1000,1
9,0.15,1000,0
9,0.15,1000,1
9,0.2,1000,0
9,0.2,1000,1
9,0.25,1000,0
9,0.25,1000,1
9,0.3,1000,0
9,0.3,1000,1
9,0.35,1000,0
9,0.35,1000,1
9,0.4,1000,0
9,0.4,1000,1
9,0.45,1000,0
9,0.45,1000,1
9,0.5,1000,0
9,0.5,1000,1
9,0.55,1000,0
9,0.55,1000,1
9,0.6,1000,0
9,0.6,1000,1
9,0.65,1000,0
9,0.65,1000,1
9,0.7,1000,0
9,0.7,1000,1
9,0.75,1000,0
9,0.75,1000,1
9,0.8,1000,0
9,0.8,1000,1
9,0.85,1000,0
9,0.85,1000,1
9,0.9,1000,0
9,0.9,1000,1
9,0.95,1000,0
9,0.95,1000,1
9,1.0,1000,0
9,1.0,1000,1
